kategoria_produktu,nazwa,marka,cena_aktualna,cena_regularna,material,fason,ksztalt,rodzaj_dekoltu,dlugosc_rekawa,fason_clean,trend_score
koszulki z krótkim rękawem (męskie),1. fc köln - artykuły klubowe,hummel 1. fc köln,408.6,,100% poliester,regular,Prosty,Wycięcie typu V,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),padel court - koszulka sportowa,asics padel court,179.0,159.0,100% poliester,regular,Prosty,Kopertowy,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),dusplito - t-shirt z nadrukiem,hugo dusplito,165.0,329.0,100% bawełna,loose fit,Prosty,Okrągły,Krótki rękaw,koszulka loose fit,3.33
koszulki z krótkim rękawem (męskie),custom slim fit big pony mesh polo shirt - koszulka polo,polo ralph lauren custom slim fit big pony mesh polo shirt,737.0,,100% bawełna,regular,,,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),- koszulka polo,polo ralph lauren,609.0,549.0,100% bawełna,regular,Prosty,Typu Henley,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),- t-shirt basic,nike performance,169.0,99.0,100% poliester,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),hypercourt - t-shirt basic,k,199.0,379.0,"83% poliester, 17% elastan",regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),- koszulka sportowa,adidas performance,143.0,159.0,"65% poliester, 35% bawełna",loose fit,Prosty,Okrągły,Krótki rękaw,koszulka loose fit,3.33
koszulki z krótkim rękawem (męskie),padel court - t-shirt z nadrukiem,asics padel court,159.0,319.0,"60% bawełna, 40% poliester",regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),- t-shirt z nadrukiem,s.oliver,363.0,269.0,100% bawełna,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),hassen - t-shirt z nadrukiem,weekend offender hassen,179.0,,100% bawełna,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),nofishix - t-shirt z nadrukiem,hugo nofishix,209.0,279.0,100% bawełna,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),- t-shirt z nadrukiem,merchcode,119.0,119.0,100% bawełna,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),- t-shirt z nadrukiem,gap,129.0,69.0,100% bawełna,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),- koszulka polo,lacoste,499.0,319.0,100% bawełna,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),- t-shirt basic,u.s. polo assn.,419.99,,100% bawełna,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),- t-shirt z nadrukiem,gap,160.87,,100% bawełna,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),- t-shirt z nadrukiem,superdry & co,169.0,99.0,100% bawełna,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),cherry moments - t-shirt z nadrukiem,mister tee cherry moments,67.0,139.0,100% bawełna,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),unisex - t-shirt z nadrukiem,nike sportswear unisex,104.0,139.0,100% bawełna,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),bhtee - t-shirt z nadrukiem,blend bhtee,62.0,79.0,100% bawełna,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),unisex - t-shirt z nadrukiem,yourturn unisex,36.0,,100% bawełna,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),unisex - bluzka z długim rękawem,armani exchange unisex,429.0,399.0,100% bawełna,regular,Prosty,Okrągły,Długi rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),- t-shirt z nadrukiem,the north face,149.0,159.0,100% bawełna,loose fit,Prosty,Okrągły,Półrękawek,koszulka loose fit,3.33
koszulki z krótkim rękawem (męskie),- t-shirt z nadrukiem,gap,183.0,229.0,100% bawełna,regular fit,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),essential 3 - t-shirt z nadrukiem,björn borg essential 3,98.0,,100% bawełna,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),- top,pegador,98.0,109.0,"95% bawełna, 5% elastan",skinny,Dopasowanie do figury,"Okrągły, głęboko wycięty",Bez rękawów,koszulka skinny fit,0.0
koszulki z krótkim rękawem (męskie),peanuts snoopy good life retro - t-shirt z nadrukiem,henry tiger peanuts snoopy good life retro,109.99,399.0,100% bawełna,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),3 pack - top,pier one 3 pack,80.0,89.0,100% bawełna,skinny,Dopasowanie do figury,"Okrągły, głęboko wycięty",Bez rękawów,koszulka skinny fit,0.0
koszulki z krótkim rękawem (męskie),unisex - bluzka z długim rękawem,yourturn unisex,83.0,139.0,100% bawełna,regular,Prosty,Okrągły,Długi rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),- t-shirt z nadrukiem,puma,124.0,179.0,100% bawełna,loose fit,Prosty,Okrągły,Półrękawek,koszulka loose fit,3.33
koszulki z krótkim rękawem (męskie),sdcahil - t-shirt z nadrukiem,solid sdcahil,66.0,119.0,100% bawełna,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),- t-shirt z nadrukiem,nike sportswear,159.0,199.0,100% bawełna,loose fit,Prosty,Okrągły,Półrękawek,koszulka loose fit,3.33
koszulki z krótkim rękawem (męskie),- t-shirt basic,ellesse,89.0,99.0,100% bawełna,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),essentials - t-shirt basic,adidas sportswear essentials,109.0,159.0,100% bawełna,loose fit,Prosty,Okrągły,Krótki rękaw,koszulka loose fit,3.33
koszulki z krótkim rękawem (męskie),- top,karl kani,99.0,139.0,100% bawełna,regular,Prosty,Okrągły,Bardzo krótki rękawek,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),- t-shirt z nadrukiem,polo ralph lauren,339.0,649.0,100% bawełna,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),- t-shirt z nadrukiem,henry tiger,109.99,179.0,100% bawełna,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),- t-shirt z nadrukiem,s.oliver,89.99,79.0,"95% bawełna, 5% elastan",regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),rob - koszulka sportowa,ted baker sports rob,188.0,209.0,"85% poliester, 15% elastan",regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),- t-shirt z nadrukiem,puma,197.0,,100% bawełna,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),3 pack - top,pier one 3 pack,80.0,89.0,"85% bawełna, 15% wiskoza",slim,Dopasowany,"Okrągły, głęboko wycięty",Bez rękawów,koszulka slim fit,32.2
koszulki z krótkim rękawem (męskie),- t-shirt basic,s.oliver,59.99,,100% bawełna,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),5 pack - t-shirt basic,pier one 5 pack,104.0,149.0,100% bawełna,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),- t-shirt z nadrukiem,mister tee,49.0,79.0,100% bawełna,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),- bluzka z długim rękawem,pier one,89.0,119.0,100% bawełna,regular,Prosty,Okrągły,Długi rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),- top,bershka,89.9,79.0,"58% bawełna, 40% modal, 2% elastan",slim,Dopasowany,"Okrągły, głęboko wycięty",Bez rękawów,koszulka slim fit,32.2
koszulki z krótkim rękawem (męskie),- koszulka polo,façonnable,475.0,369.0,100% bawełna,regular,Prosty,,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),unisex - t-shirt z nadrukiem,yourturn unisex,79.0,84.0,100% bawełna,loose fit,Prosty,,Półrękawek,koszulka loose fit,3.33
koszulki z krótkim rękawem (męskie),- koszulka polo,ps paul smith,469.0,619.0,100% bawełna,regular,Prosty,,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),snake front graphic tee - t-shirt z nadrukiem,yourturn snake front graphic tee,69.0,84.0,100% bawełna,loose fit,Prosty,Okrągły,Półrękawek,koszulka loose fit,3.33
koszulki z krótkim rękawem (męskie),- t-shirt z nadrukiem,the north face,149.0,159.0,100% bawełna,loose fit,Prosty,Okrągły,Krótki rękaw,koszulka loose fit,3.33
koszulki z krótkim rękawem (męskie),- t-shirt z nadrukiem,mister tee,49.0,79.0,100% bawełna,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),unisex - top,carne bollente unisex,339.0,1779.0,"98% bawełna, 2% poliuretan",slim,Dopasowany,Okrągły,Bez rękawów,koszulka slim fit,32.2
koszulki z krótkim rękawem (męskie),- t-shirt z nadrukiem,adidas performance,439.0,539.0,100% poliester,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),- koszulka polo,pier one,59.0,99.0,100% bawełna,slim,Prosty,,Krótki rękaw,koszulka slim fit,32.2
koszulki z krótkim rękawem (męskie),3 pack - top,pier one 3 pack,59.0,99.0,100% bawełna,regular,Prosty,"Okrągły, głęboko wycięty",Bez rękawów,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),- t-shirt basic,nike sportswear,161.0,,100% bawełna,loose fit,Prosty,Okrągły,Krótki rękaw,koszulka loose fit,3.33
koszulki z krótkim rękawem (męskie),koszulka polo,pier one koszulka polo,32.0,59.0,100% bawełna,regular,Prosty,,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),peanuts - t-shirt z nadrukiem,henry tiger peanuts,109.99,,100% bawełna,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),- t-shirt z nadrukiem,emporio armani,356.0,,100% bawełna,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),miler - bluzka z długim rękawem,nike performance miler,169.99,139.0,100% poliester,regular,Dopasowany,Okrągły,Długi rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),vision - t-shirt z nadrukiem,weekend offender vision,115.0,229.0,100% bawełna,regular fit,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),- bluza z kapturem,polo ralph lauren,469.0,1329.0,100% bawełna,regular,Prosty,,Długi rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),- koszulka sportowa,hummel,136.0,129.0,100% poliester,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),- koszulka polo,boggi milano,739.0,254.0,"86% bawełna, 14% len",regular,Prosty,,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),- koszulka polo,lacoste sport,679.0,499.0,"92% poliester, 8% elastan",regular,Prosty,,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),diragolino - t-shirt basic,hugo diragolino,149.0,229.0,100% bawełna,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),- t-shirt z nadrukiem,gant,161.0,179.0,100% bawełna,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),- t-shirt basic,calvin klein jeans,161.0,179.0,100% bawełna,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),björn - koszulka polo,fila björn,242.0,,100% poliester,regular,Prosty,,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),- koszulka polo,boggi milano,739.0,187.99,"86% bawełna, 14% len",regular,Prosty,,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),3 pack - t-shirt basic,pier one 3 pack,89.0,99.0,100% bawełna,regular,Prosty,Wycięcie typu V,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),- t-shirt basic,polo ralph lauren,377.0,,"95% bawełna, 5% elastan",regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),miler - koszulka sportowa,nike performance miler,159.0,199.0,100% poliester,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),- t-shirt basic,jordan,139.0,139.0,100% bawełna,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),kloge - t-shirt basic,indicode jeans kloge,89.99,,100% bawełna,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),dream döner - t-shirt z nadrukiem,mister tee dream döner,99.0,79.0,100% bawełna,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),- t-shirt z nadrukiem,brandit,103.0,139.0,100% bawełna,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),- t-shirt z nadrukiem,merchcode,119.0,159.0,100% bawełna,loose fit,Prosty,Okrągły,Krótki rękaw,koszulka loose fit,3.33
koszulki z krótkim rękawem (męskie),- t-shirt basic,napapijri,103.0,159.0,100% bawełna,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),- t-shirt basic,mcs,275.0,139.0,100% bawełna,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),- t-shirt z nadrukiem,upscale by mister tee,64.0,119.0,100% bawełna,loose fit,Prosty,Okrągły,Półrękawek,koszulka loose fit,3.33
koszulki z krótkim rękawem (męskie),- t-shirt basic,tommy jeans,127.0,169.0,100% bawełna,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),wilbur - t-shirt basic,indicode jeans wilbur,89.99,,100% bawełna,slim,Dopasowany,Okrągły,Krótki rękaw,koszulka slim fit,32.2
koszulki z krótkim rękawem (męskie),3 pack - t-shirt basic,pier one 3 pack,89.0,99.0,100% bawełna,,,Okrągły,Bez rękawów,koszulka other,
koszulki z krótkim rękawem (męskie),- koszulka polo,boggi milano,419.0,449.0,100% bawełna,regular,Prosty,,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),- koszulka polo,fila,232.66,589.0,100% bawełna,regular,Prosty,,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),2 pack - t-shirt basic,calvin klein jeans 2 pack,242.0,269.0,100% bawełna,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),- t-shirt z nadrukiem,pull&bear,69.9,79.0,100% bawełna,loose fit,Prosty,Okrągły,Półrękawek,koszulka loose fit,3.33
koszulki z krótkim rękawem (męskie),argentina afa - koszulka reprezentacji,adidas performance argentina afa,249.0,339.0,100% poliester,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),- t-shirt basic,yourturn,84.0,269.0,100% bawełna,loose fit,Prosty,Okrągły,Półrękawek,koszulka loose fit,3.33
koszulki z krótkim rękawem (męskie),- t-shirt basic,tommy jeans,230.0,329.0,100% bawełna,slim,Prosty,Okrągły,Krótki rękaw,koszulka slim fit,32.2
koszulki z krótkim rękawem (męskie),unisex - t-shirt z nadrukiem,yourturn unisex,69.0,229.0,100% bawełna,loose fit,Prosty,Okrągły,Krótki rękaw,koszulka loose fit,3.33
koszulki z krótkim rękawem (męskie),3 pack - top,pier one 3 pack,71.0,119.0,100% bawełna,slim,Dopasowany,"Okrągły, głęboko wycięty",Bez rękawów,koszulka slim fit,32.2
koszulki z krótkim rękawem (męskie),2 pack - t-shirt z nadrukiem,alpha industries 2 pack,179.0,,100% bawełna,slim,Prosty,Okrągły,Krótki rękaw,koszulka slim fit,32.2
koszulki z krótkim rękawem (męskie),regular fit - t-shirt z nadrukiem,joules regular fit,147.0,99.0,100% bawełna,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),- t-shirt z nadrukiem,the north face,199.0,89.0,100% bawełna,loose fit,Prosty,Okrągły,Krótki rękaw,koszulka loose fit,3.33
koszulki z krótkim rękawem (męskie),- t-shirt z nadrukiem,s.oliver,251.0,289.0,100% bawełna,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),unisex - t-shirt z nadrukiem,carne bollente unisex,429.0,359.0,100% bawełna,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),unisex - t-shirt z nadrukiem,yourturn unisex,79.0,79.0,100% bawełna,loose fit,Prosty,Okrągły,Krótki rękaw,koszulka loose fit,3.33
koszulki z krótkim rękawem (męskie),- t-shirt z nadrukiem,guess,195.0,179.0,"95% bawełna, 5% elastan",regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),- koszulka polo,polo ralph lauren,859.0,649.0,100% bawełna,regular,Prosty,,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),- t-shirt basic,hollister co.,179.0,139.0,100% bawełna,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),3 pack - t-shirt basic,s.oliver 3 pack,159.99,179.0,100% bawełna,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),- t-shirt z nadrukiem,men plus,177.99,,100% bawełna,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),- t-shirt z nadrukiem,adidas originals,134.0,,100% bawełna,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),muccia - koszulka polo,ellesse muccia,233.75,159.0,100% bawełna,regular,Prosty,,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),- koszulka polo,boggi milano,419.0,129.99,100% bawełna,regular,Prosty,,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),caserio - t-shirt z nadrukiem,ellesse caserio,125.0,,100% bawełna,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),- t-shirt basic,weekday,89.0,139.0,100% bawełna,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),coca cola - t-shirt z nadrukiem,terranova coca cola,59.99,99.0,100% bawełna,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),- bluzka z długim rękawem,hummel,204.0,199.0,"88% poliester, 12% elastan",regular,Prosty,Okrągły,Długi rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),- t-shirt z nadrukiem,guess,195.0,229.0,"95% bawełna, 5% elastan",slim,Prosty,Okrągły,Krótki rękaw,koszulka slim fit,32.2
koszulki z krótkim rękawem (męskie),sdflorian - t-shirt z nadrukiem,solid sdflorian,68.0,119.0,100% bawełna,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),daytime disco - t-shirt z nadrukiem,mister tee daytime disco,55.0,79.0,100% bawełna,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),onsaxel - t-shirt z nadrukiem,only & sons onsaxel,74.0,69.0,100% bawełna,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),- t-shirt z nadrukiem,calvin klein,152.0,169.0,100% bawełna,regular,Dopasowany,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),- koszulka polo,pull&bear,109.0,109.0,"77% bawełna, 23% poliester",loose fit,Prosty,,Długi rękaw,koszulka loose fit,3.33
koszulki z krótkim rękawem (męskie),lilo &amp; stitch stitch xmas lights unisex - t-shirt z nadrukiem,disney lilo & stitch stitch xmas lights unisex,169.99,,100% bawełna,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),koszulka polo,lacoste koszulka polo,499.0,449.0,"57% bawełna, 32% poliester, 11% elastan",regular,Prosty,Wycięcie typu V,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),- t-shirt z nadrukiem,nike sportswear,116.0,,100% bawełna,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),american classic - t-shirt basic,pme legend american classic,149.0,139.0,"95% bawełna, 5% elastan",regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),- t-shirt basic,adidas originals,98.0,,100% bawełna,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),- t-shirt basic,adidas performance,119.0,339.0,"40% bawełna, 40% poliester, 20% wełna",slim,Dopasowany,Okrągły,Krótki rękaw,koszulka slim fit,32.2
koszulki z krótkim rękawem (męskie),m&#x27;s cap cool daily shirt - great waves - koszulka sportowa,patagonia m's cap cool daily shirt,249.0,149.99,100% poliester,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),7 pack - bluzka z długim rękawem,pier one 7 pack,197.0,219.0,100% bawełna,regular,Prosty,Okrągły,Długi rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),- top,levi's®,143.0,159.0,100% bawełna,slim,Prosty,Okrągły,Bez rękawów,koszulka slim fit,32.2
koszulki z krótkim rękawem (męskie),unisex - bluzka z długim rękawem,yourturn unisex,42.0,84.0,100% poliester,regular,Prosty,Okrągły,Długi rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),unisex - t-shirt z nadrukiem,adidas originals unisex,143.0,159.0,100% bawełna,loose fit,Prosty,Okrągły,Krótki rękaw,koszulka loose fit,3.33
koszulki z krótkim rękawem (męskie),- t-shirt z nadrukiem,mister tee,64.0,99.0,100% bawełna,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),mellow - t-shirt z nadrukiem,element mellow,169.99,159.99,100% bawełna,loose fit,Prosty,Okrągły,Krótki rękaw,koszulka loose fit,3.33
koszulki z krótkim rękawem (męskie),- koszulka polo,lacoste,659.0,289.0,100% bawełna,regular,Prosty,,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),th x cadillac formula 1 unisex - t-shirt z nadrukiem,tommy hilfiger th x cadillac formula 1 unisex,152.0,,100% bawełna,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),mapleton - t-shirt basic,dickies mapleton,89.0,129.0,100% bawełna,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),- t-shirt basic,pier one,29.0,49.0,100% bawełna,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),aloha unisex - top,santa cruz aloha unisex,149.0,139.0,100% bawełna,regular,Prosty,Okrągły,Bez rękawów,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),- t-shirt z nadrukiem,karl lagerfeld jeans,161.0,,100% bawełna,slim,Prosty,,Krótki rękaw,koszulka slim fit,32.2
koszulki z krótkim rękawem (męskie),- t-shirt z nadrukiem,mister tee,52.0,99.0,100% bawełna,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),jjelogo - t-shirt z nadrukiem,jack & jones jjelogo,175.0,269.0,100% bawełna,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),slmcormac - t-shirt basic,selected slmcormac,161.0,179.0,100% bawełna,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),johnny unisex - t-shirt z nadrukiem,redefined rebel johnny unisex,129.0,159.0,100% bawełna,regular,Prosty,,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),t-shirt basic,calvin klein t,132.0,189.0,100% bawełna,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),lutzy - t-shirt z nadrukiem,indicode jeans lutzy,89.99,,"95% bawełna, 5% elastan",regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),pablo - t-shirt z nadrukiem,redefined rebel pablo,69.0,79.0,100% bawełna,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),- koszulka sportowa,nike performance,143.0,159.0,"57% bawełna, 43% poliester",regular,Dopasowany,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),- koszulka polo,polo ralph lauren,599.0,619.0,100% bawełna,slim,Prosty,,Krótki rękaw,koszulka slim fit,32.2
koszulki z krótkim rękawem (męskie),- koszulka polo,lacoste,440.0,629.0,100% bawełna,regular,Prosty,Wycięcie typu V,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),italia - t-shirt z nadrukiem,mister tee italia,67.0,79.0,100% bawełna,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),- koszulka polo,pier one,41.0,59.0,100% bawełna,prosty,Prosty,,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),- koszulka sportowa,björn borg,139.0,164.99,"90% poliester, 10% elastan",regular,Dopasowany,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),unisex - t-shirt z nadrukiem,billabong unisex,116.0,,100% bawełna,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),- t-shirt z nadrukiem,gap,129.0,69.0,100% bawełna,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),- t-shirt basic,lyle & scott,143.0,159.0,100% bawełna,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
